"A","Name on ballot","Candidate

Sequence","H1","   Type
      Nominat-
            ion","Electoral
district","H2","Sex","Candidate's full name","Voter number","SourceFile"
"259 ","National Depth Allia-
nce","32 ","","Alliance","Dhi Qar","","   female
 ","Laila Khalaf Abdulhassin Aliwi Al-Ziyadi","5481 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","28 ","","Alliance","The egg","","   female
 ","Laila Lafta Smoke Zibak evil is kill-
ing you","690 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","4 ","","Alliance","Baghdad","","   female
 ","Laila Mahdi Abdulhassin Hadi","3859 ","ElectionCandidates_Original.csv"
"270 ","Iraq Reform Party","76 ","","Party","Baghdad","","   female
 ","Laila Mahdi Sahousloum Al-Kindi","4399 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","62 ","","Alliance","Nineveh","","   female
 ","Laila Nazir Nadim Yaqoub","7002 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","8 ","","Party","Nineveh","","   female
 ","Laila Qassem plows Kazem Kazem","6637 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","41 ","","Party","Nineveh","","   female
 ","Laila Younis Saleh Obaid Al-Mawla","7308 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","10 ","","Party","Babylon","","Male","Laith Abbas Abdul Amir Najm Al-Rubaie","1800 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","27 ","","Alliance","Baghdad","","Male","Laith Adel Redha Hassan Al-Khafaji","3053 ","ElectionCandidates_Original.csv"
"212 ","The National Tribal Current in Iraq","2 ","","Party","Maysan","","Male","Laith Adnan Hamid Atiwi Al-Haidari","6377 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","30 ","","Party","The egg","","Male","Laith Ahmed Dhari Sabaa
Al-Katrani","742 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","19 ","","Party","Dhi Qar","","   female
 ","Laith Faeq Abdul Saadoun Al-Rukani was in a state
of turmoil","5094 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","74 ","","Alliance","Baghdad","","Male","Laith Furat Khadir Muhammad Al-Wasiti","3926 ","ElectionCandidates_Original.csv"
"240 ","National masses","9 ","","Party","Nineveh","","Male","Laith Hasiran Ali Abdul-Jubouri","6827 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","36 ","","Alliance","The egg","","Male","Laith Imad Abdulstar Salman, thank you","926 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","2 ","","Alliance","Najaf","","Male","Laith Jaafar Saad Abdul Hassan Adbis","1746 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","125 ","","Alliance","Baghdad","","Male","Laith Majeed Abbas Mohsen Al-Shammari","3971 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","22 ","","Alliance","The egg","","Male","Laith Mohammed Ajil Shaltagh Al-Asadi","881 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
                      gislation","7 ","","Alliance","Saladin","","Male","Laith Mohammed Salman KhalafAl-Jubouri","5597 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","81 ","","Alliance","Baghdad","","Male","Laith Muhammad Ali Yazm Sawala Al-
Awsi","4058 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","139 ","","Alliance","Baghdad","","Male","Laith Mustafa Hamoud Jazaa Al-Marawi","2890 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","86 ","","Party","Baghdad","","Male","Laith Nima Hashim Mahsir N       Al-
Saedi","3697 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","1 ","","Party","Baghdad","","Male","Laith Sami Mahdi Tafar al-
Moussawi","3467 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","49 ","","Alliance","Nineveh","","Male","Laith Shaker Ahmed Sultan Al-Jabouri","7194 ","ElectionCandidates_Original.csv"
"228 ","Sarar Aktna Alliance, Salah El-
Din Technical University","14 ","","Alliance","Saladin","","Male","Laith Shaker Jassim Mohammed Al-Qaisi","5628 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","19 ","","Party","Diyala","","Male","Laith Star Majeed Abdul-Abidi","4706 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","22 ","","Party","The egg","","Male","Laith Sultan Abdullah Sultan Al-Essa","734 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","36 ","","Party","Nineveh","","female
 ","Lameh Abdul Ghafoor Nasser Suleiman Al-Rajab","6665 ","ElectionCandidates_Original.csv"
"264 ","National Pioneers
Movement","9 ","","Party","Baghdad","","   female
 ","Lamia Abdel Sattar Shaker Bashir Kafri","4115 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","79 ","","Alliance","Baghdad","","   female
 ","Lamia Abdul Zahra Faleh Mohammed Al-Saedi","3104 ","ElectionCandidates_Original.csv"
"216 ","Kurdistan Democratic Party","5 ","","Party","Kirkuk","","   female
 ","Lamia Adnan Abdullah Muhammad","6123 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","12 ","","Alliance","Baghdad","","   female
 ","Lamia Amer Yasser Abdel Karim Al-Dajili","4204 ","ElectionCandidates_Original.csv"
"272 ","The Arab Project, Iraq","51 ","","Party","Nineveh","","   female
 ","Lamia Hashim Mohsen Hassan Al-Jabouri","7257 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","34 ","","Party","Babylon","","   female
 ","Lamia Jabbar Habboub Saddam Al-Shammari","2092 ","ElectionCandidates_Original.csv"
"281 ","Nineveh People's Union","63 ","","Alliance","Nineveh","","   female
 ","Lamia Khalil Ibrahim Abdel","7392 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","23 ","","Alliance","Saladin","","   female
 ","Lamia Mohammed Hassan Abdullah
Al-Janani","5613 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","12 ","","Party","Diyala","","   female
 ","Lamia Mohammed Qader Ahmed","4753 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","92 ","","Alliance","Baghdad","","   female
 ","Lamia Munim Abdul Amir Saeed Al-Zubaidi","4489 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","12 ","","Alliance","Karbala","","   female
 ","Lamia Nasser Karim Jassim Al-Asadi","6073 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","32 ","","Alliance","Baghdad","","   female
 ","Lamia Nihad Jassim Haseer N Al-Dulaimiyi","4224 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","89 ","","Party","Baghdad","","   female
 ","Lamia Qasim Hafez Sayalharishawi","2717 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","8 ","","Party","Dhi Qar","","   female
 ","Lamia Zamel Atheeb Fazaa Alqargholiyy","5270 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","112 ","","Party","Baghdad","","   female
 ","Lamis Abdul-Ilah Fakher Jaber Al-Khazali","2379 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","70 ","","Alliance","Baghdad","","   female
 ","Lamis Saadi Mahmoud, lover of my
life","4048 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","12 ","","Alliance","Maysan","","   female
 ","Lamy Khuzair Diab Muhammad Zubaidi","6431 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","82 ","","Alliance","Baghdad","","   female
 ","Lara Abdulkadhim Alwan Kadhim Al-Maksousi","3107 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","6 ","","Alliance","Maysan","","Male","Latif Aboud Qasim Muhammad Al-Dubaisi","6461 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","37 ","","Alliance","The egg","","Male","Latif Hashim Jaafar Ibrahim Al-Moussawi","649 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","70 ","","Party","Baghdad","","Male","Latif Juma Abbas Wali Al-Saadi","3681 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","19 ","","Party","Babylon","","Male","Latif Murad Hudhud Sultan Al Hudhud","2077 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","42 ","","Party","Nineveh","","Male","Lazham Hamed Hasir and Ahmed
Al-Amrouh","7043 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","93 ","","Party","Baghdad","","Male","Leave me alone, Sakban Shahab
Al-Atani","2360 ","ElectionCandidates_Original.csv"
"246 ","National Expansion Party","10 ","","Party","Baghdad","","female
 ","Lian Nashwan Ghanem Yaqoub Askar","3522 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","13 ","","Party","Erbil","","female
 ","Life Abdullah Ismail Mustafa","17 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","16 ","","Alliance","Maysan","","   female
 ","Lights of Saad KhalafAbbas Al-Moussawi","6371 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","8 ","","Party","Karbala","","   female
 ","Like Mohammad Hassan Sadeq Mohammad Reza To-
meh","5996 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","20 ","","Party","Sulaymaniyah","","female
 ","Lili Karim Hammadi Bakr","958 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","137 ","","Alliance","Baghdad","","   female
 ","Liloodham Mohammed Saeed
               Al-Nisani","3327 ","ElectionCandidates_Original.csv"
"216 ","Kurdistan Democratic Party","4 ","","Party","Erbil","","female
 ","Lina Rasool Karim Aziz Hasir N","4 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","16 ","","Alliance","Saladin","","   female
 ","Lina Shaalan Jabershihan","5678 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","131 ","","Alliance","Baghdad","","Male","Look at me, look at me, yellow","3156 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","29 ","","Alliance","Nineveh","","Male","Louay Abdul Qader Mohammed Abdullah Al-Rahawi","6708 ","ElectionCandidates_Original.csv"
"210 ","      Perception move-
                ment","21 ","","Party","Babylon","","Male","Louay Aman Abdulaziz Farhan Al-Wawi","1877 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","114 ","","Alliance","Baghdad","","   female
 ","Louay Asaad Ali Ibrahim","2865 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","2 ","","Alliance","Najaf","","Male","Louay Jawad Hasir and Salman Al-Yasiri","1564 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","30 ","","Party","Babylon","","Male","Louay Khader Abdulkadhim
Al-Alwani","1941 ","ElectionCandidates_Original.csv"
"213 ","Al-Fawzakho gathering","25 ","","Party","Baghdad","","Male","Louay Mohammed Fakhri Khalil Zainal Oji","2634 ","ElectionCandidates_Original.csv"
"277 ","Our falc-
ons","26 ","","Alliance","Diyala","","Male","Louay Nabhan Ismail Khalil Al-Azzawi","4977 ","ElectionCandidates_Original.csv"
"290 ","Nineveh First All-
iance","47 ","","Alliance","Nineveh","","Male","Louay Nashwan Abdul Razzaq Ali Al-Shammari","7507 ","ElectionCandidates_Original.csv"
"206 ","Civil Democratic Allia-
nce","10 ","","Alliance","Dhi Qar","","Male","Louay Qasim Fadel Sarhan Al-Shahan","5031 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","110 ","","Alliance","Baghdad","","Male","Louay Talib Kadhim Hassan Al-Jubouri","3438 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","16 ","","Alliance","Babylon","","   female
 ","Loyalty Abdul Haseer N Jawad Salman Al-Zahir","2223 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","9 ","","Party","Baghdad","","Male","Loyalty Kazim Abdul Redha Salem
Al-Jirn I am","2644 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","28 ","","Alliance","Dhi Qar","","   female
 ","Loyalty Muhammad Kazim Hassan Al-
Hilali","5140 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","5 ","","Alliance","Diyala","","   female
 ","Loyalty Najah Jassim Hamdoush Al-Mufarji","4908 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","99 ","","Alliance","Baghdad","","   female
 ","Loyalty Nazim Kabish Ali Al-Bakri","4496 ","ElectionCandidates_Original.csv"
"213 ","Al-Fawzakho gathering","7 ","","Party","The egg","","   female
 ","Loyalty Star Jabbar Salman Al-Akili","497 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","22 ","","Party","Dhi Qar","","   female
 ","Loyalty to me, Jijan Tahir Al-Samawatli","5360 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","12 ","","Alliance","Al-Qadisiyah","","   female
 ","Loyalty to Talib Hadi Abdullah Al-Kim","1341 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","20 ","","Alliance","Babylon","","   female
 ","Loyalty to Talib Kazim Haseer N Al-
                        Khazaali","2225 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","19 ","","Party","Kirkuk","","Male","Luqman Ahmad Abbas Salem","6167 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","46 ","","Party","Nineveh","","Male","Maad Fouad Abdul Saeed Saeed","7313 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","71 ","","Party","Baghdad","","Male","Maan Hashem, Lahims, Saifn, Ya
Al-Radithan, Ya","2339 ","ElectionCandidates_Original.csv"
"290 ","Nineveh First All-
iance","7 ","","Alliance","Nineveh","","Male","Maan Ibrahim Younis Khalaf Sheikho","7467 ","ElectionCandidates_Original.csv"
"203 ","Stable","5 ","","Party","Diyala","","Male","Maan Mutlaq Hamada Attia Al-Jabouri","4659 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","37 ","","Alliance","Baghdad","","Male","Maan Sabaji is very sad about Al-Dajili","3564 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","4 ","","Party","Baghdad","","   female
 ","Madiha Hassan Adheeb Dabs Maksousi","2639 ","ElectionCandidates_Original.csv"
"290 ","Nineveh First All-
iance","19 ","","Alliance","Nineveh","","female
 ","Madiha Ismail Ahmed Reda Al-Bayanari","7479 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","33 ","","Alliance","Nineveh","","Male","Madin Abdul Qader Muhammad Najm","6974 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","24 ","","Alliance","Najaf","","   female
 ","Madin Awadakzim Ubail Al Fatlah","1767 ","ElectionCandidates_Original.csv"
"212 ","The National Tribal Current in Iraq","28 ","","Party","The egg","","Male","Madnadnan Hassan Obaid Al Am-
eri","490 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","40 ","","Party","The egg","","   female
 ","Magda Abdelhassin Rabbat Mzban Zargawi","752 ","ElectionCandidates_Original.csv"
"283 ","Summits Alliance","24 ","","Alliance","Anbar","","   female
 ","Magda Ibrahim Mutlaq Ahmed Al-Jumaili","356 ","ElectionCandidates_Original.csv"
"279 ","United Saladin Alliance","20 ","","Alliance","Saladin","","   female
 ","Magic cream complete on the chemis-
try","5847 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","121 ","","Alliance","Baghdad","","   female
 ","Magic Khazal Abdul Redha Abbas Al-
Shar Yifn Y","3007 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","16 ","","Alliance","Baghdad","","   female
 ","Maha Abdel Wahid, Naseh Al-Zahrawi's advisor","4415 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","20 ","","Party","Babylon","","female
 ","Maha Abdul Jawad Haseer
N Al-Afithen Y","2174 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","44 ","","Alliance","Nineveh","","   female
 ","Maha Ahmed Abdel Rahman Michael Ku-
ran","6723 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","88 ","","Alliance","Baghdad","","   female
 ","Maha Attia Mohammed Hassan Al-Jabouri","4279 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","34 ","","Party","Babylon","","   female
 ","Maha Fadel Kazem Khadir Al-Janani","1822 ","ElectionCandidates_Original.csv"
"267 ","Nineveh for its people","45 ","","Party","Nineveh","","   female
 ","Maha Hassoun Abdullah Mohammed Al-Ammar","7129 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","111 ","","Party","Baghdad","","   female
 ","Maha Jamal Haseer N Al-Zahir
Al-Athi","3717 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","1 ","","Party","Anbar","","   female
 ","Maha Madroug Khalifa Hamad Al-Obaidi","169 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","102 ","","Party","Baghdad","","female
 ","Maha Mahmoud Jassim Ab-
         dullah Al-Alwani","3818 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","4 ","","Alliance","The egg","","   female
 ","Maha Majbal Hassan Nais Al-Riffan
Y","666 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","12 ","","Party","Al-Qadisiyah","","   female
 ","Maha Mohammed Jaber Abud Al-Araji","1213 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","15 ","","Alliance","Saladin","","   female
 ","Maha Mohammed Khalaf Abdullah Al-Abdullah","5605 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","115 ","","Party","Baghdad","","   female
 ","Maha Sadiq Kazim Jialkan-
ani","3720 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","21 ","","Alliance","Karbala","","   female
 ","Maha Salman Moskshar, leftist","6061 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","100 ","","Alliance","Baghdad","","   female
 ","Maha Star Mahmoud Jawad Al-Anbaki","4076 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","48 ","","Alliance","Baghdad","","female
 ","Maha Taama Hashem Hamadi","3241 ","ElectionCandidates_Original.csv"
"267 ","Nineveh for its people","20 ","","Party","Nineveh","","   female
 ","Maha Younis Najm Abdullah Al-Tani","7104 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","16 ","","Party","Sulaymaniyah","","female
 ","Mahabad Mohammad Amir Abdullah Ahmad Barzanj","954 ","ElectionCandidates_Original.csv"
"237 ","Al-Hadbaa National
Alliance","17 ","","Alliance","Nineveh","","Male","Mahaoush Sattam Mujbil Sultan Al-Arshid","6780 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","12 ","","Party","Dhi Qar","","   female
 ","Mahasin Fakher Salman, cut the cut","5404 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","50 ","","Party","Nineveh","","   female
 ","Mahasin Hamdoun Hamid Hassan Al-
Dalıi","7051 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","2 ","","Party","Intermedi-
ate","","   female
 ","Mahasin Khair Y Aliwi Hadi Al-Dulaimi","7525 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","21 ","","Party","Babylon","","Male","Mahdi Abdul Amir Ismail Hamad Al-Tufaili","2079 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","101 ","","Alliance","Baghdad","","Male","Mahdi Adnan Nowruz Fadhel Al-Jawhari","3126 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","8 ","","Alliance","Wasit","","Male","Mahdi Ali Jaberdrei Al-Maksousi","7724 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","12 ","","Alliance","Karbala","","Male","Mahdi Bassem Hamid Ghat-
han Y Al-Hashemi","5929 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","16 ","","Alliance","The egg","","Male","Mahdi Faisal Blish Ali Al-Subhan","828 ","ElectionCandidates_Original.csv"
"281 ","Nineveh People's Union","26 ","","Alliance","Nineveh","","Male","Mahdi Hamoud Khadnam-
klad","7356 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","15 ","","Alliance","Baghdad","","Male","Mahdi Karim Saleh Mahdi Al-Hakak","2459 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","5 ","","Alliance","Babylon","","Male","Mahdi Manfan y Abbas Karim Al-
Jubouri","2186 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","12 ","","Alliance","Babylon","","Male","Mahdi Saadi Arethi Abdul Bouawad","2024 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","13 ","","Party","The egg","","Male","Mahdi Salah Hassan Manhal Al-Rakani","725 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","33 ","","Alliance","The egg","","Male","Mahdi Salah Naseem Mufer N Al-
Simri","645 ","ElectionCandidates_Original.csv"
"240 ","National masses","37 ","","Party","Nineveh","","Male","Mahdi Saleh Dagher Obaid Al Obaid","6855 ","ElectionCandidates_Original.csv"
"286 ","Civilians","10 ","","Party","Nineveh","","Male","Mahdi Saleh Mohammed Saleh Al-Saleh","7402 ","ElectionCandidates_Original.csv"
"279 ","United Saladin Alliance","1 ","","Alliance","Saladin","","Male","Mahdi Tafar Y Ismail Jabbar Al-
Bayanari","5828 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","16 ","","Alliance","Baghdad","","   female
 ","Mahdia Abdul Hassan Sh-
anari Al-Lami","2460 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","26 ","","Alliance","Anbar","","Male","Maher Armit Khashman Mohammed Al-Kaoud","209 ","ElectionCandidates_Original.csv"
"211 ","National identity","23 ","","Party","Nineveh","","Male","Maher Daoud Nazal Issa","6591 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","34 ","","Party","Baghdad","","Male","Maher Farhan Marab Abbas","3754 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","19 ","","Alliance","Wasit","","Male","Maher Karim Hamoud Nasser Al-Shajer Y","7651 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","30 ","","Party","Nineveh","","Male","Maher Khadhin Ghaib Ah-
med","6659 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","9 ","","Party","Anbar","","Male","Maher Othman Hassan Hammadi Al-Fahdawi","252 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","63 ","","Alliance","Baghdad","","Male","Maher Thamer Shawi Kamel Al-Jabri","3589 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","23 ","","Alliance","Baghdad","","Male","Mahersami Hasiran Youssef
Al-Saadani","3216 ","ElectionCandidates_Original.csv"
"291 ","The Elephant Front","1 ","","Party","Baghdad","","Male","Mahershid Hasiran Alfat Alfe-
ili","4537 ","ElectionCandidates_Original.csv"
"272 ","The Arab Project, Iraq","37 ","","Party","Nineveh","","Male","Mahfouz Khalaf Saleh Nazal Sabawi","7243 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","5 ","","Party","Nineveh","","Male","Mahma Khalil Qasim Hassan
Samoufri","7273 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","52 ","","Alliance","Nineveh","","Male","Mahmoud Abdel Qader Mohammed Mashyoh Al-Luwaizi","6993 ","ElectionCandidates_Original.csv"
"207 ","         Reconstruction and Development Coali-
                                    tion","37 ","","Alliance","The egg","","Male","Mahmoud Abdel Sahib, the lack of betrayal of Al-Muhammadawi","449 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","27 ","","Alliance","Dhi Qar","","Male","Mahmoud Abdel-Hassir N        Abdullah Akaral Al-Dajer
N","5213 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","15 ","","Alliance","Diyala","","Male","Mahmoud Abdul Mohsen Saleh Al-Qaisi","4918 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","19 ","","Alliance","Baghdad","","Male","Mahmoud Abdul-Jabbar Musa Ahmed Al-Zubaidi","3874 ","ElectionCandidates_Original.csv"
"217 ","United Iraqi Turkmen Front","14 ","","Alliance","Kirkuk","","Male","Mahmoud Akram Taha Muham-
mad","6137 ","ElectionCandidates_Original.csv"
"277 ","Our falc-
ons","16 ","","Alliance","Saladin","","   female
 ","Mahmoud Arif Hassan Al-Azzawi's division","5820 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","1 ","","Alliance","Baghdad","","Male","Mahmoud Daoud Salman Musa
Al-Mashhadani","2754 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","100 ","","Party","Baghdad","","female
 ","Mahmoud Fahd Abdel Unit","3816 ","ElectionCandidates_Original.csv"
"220 ","The most beautiful medium in serv-
ices","3 ","","Alliance","Wasit","","Male","Mahmoud Faleh Hamid Al-Sayed Al-Shammari","7592 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","6 ","","Party","Babylon","","Male","Mahmoud Hadikadhim Mohammed
Yasi","2160 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","18 ","","Alliance","Najaf","","Male","Mahmoud Haitham Obaidi Saddam Al
Ali","1761 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","20 ","","Party","Diyala","","Male","Mahmoud Haseer N Alwan Faraj Al-Abidi","4943 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","18 ","","Party","Kirkuk","","Male","Mahmoud Haseer N Gharni Jassim
Al-Abidi","6254 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","13 ","","Alliance","Al-Qadisiyah","","Male","Mahmoud Hashem Salem Shabib Al-Shabib","1192 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","1 ","","Alliance","Baghdad","","Male","Mahmoud Hasirn Mutlaq Shalash","3194 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","42 ","","Party","Nineveh","","Male","Mahmoud Hassan Ali Khalil Al-
You","7309 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","9 ","","Alliance","The two","","Male","Mahmoud Hassan Jahid Mohammed Al Hamdan","1403 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","12 ","","Party","Najaf","","Male","Mahmoud Imad Rasool Abdul Karim Baqer","1708 ","ElectionCandidates_Original.csv"
"212 ","The National Tribal Current in Iraq","9 ","","Party","Baghdad","","Male","Mahmoud Ismail Yasser N Hamadi Al-Jabouri","2609 ","ElectionCandidates_Original.csv"
"242 ","Leadership","11 ","","Alliance","Anbar","","Male","Mahmoud Jamil Jassim Hasirn Al-Issawi","222 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","25 ","","Party","The egg","","Male","Mahmoud Jassim Muhammad Bana Al-Mawli","737 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","9 ","","Alliance","Baghdad","","Male","Mahmoud Khalaf Ali Hassan Al-Abidi","2762 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","26 ","","Alliance","Diyala","","Male","Mahmoud Mohammed Mahmoud Moham-
med Al-Naimi","4740 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","11 ","","Party","Erbil","","Male","Mahmoud Mohammed Younis Mahmoud","15 ","ElectionCandidates_Original.csv"
"262 ","Diwaniyah Flame","15 ","","Alliance","Al-Qadisiyah","","Male","Mahmoud Muhammad Jassim Nour Al-Mahmoudawi","1322 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","25 ","","Alliance","The egg","","Male","Mahmoud Obaid Ne'ma Badr Al-Jazaery","687 ","ElectionCandidates_Original.csv"
